source_lang,target_lang,filename,error_type,error_details
java,python,codeforces_148_B.py,Runtime Error,"Test Index: 0 Error: Traceback (most recent call last):
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/codeforces_148_B.py"", line 2, in <module>
    VP, VD, T, F, C = map(int, input().split())
    ^^^^^^^^^^^^^^^
ValueError: not enough values to unpack (expected 5, got 1)
"
java,python,codeforces_25_A.py,Runtime Error,"Test Index: 0 Error: Traceback (most recent call last):
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/codeforces_25_A.py"", line 5, in <module>
    array[i] = int(input())
               ^^^^^^^^^^^^
ValueError: invalid literal for int() with base 10: '88 96 66 51 14 88 2 92 18 72 18 88 20 30 4 82 90 100 24 46'
"
java,python,atcoder_AGC006_A.py,Runtime Error,"Test Index: 0 Error: Traceback (most recent call last):
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/atcoder_AGC006_A.py"", line 37, in <module>
    n = in_reader.nextInt()
        ^^^^^^^^^^^^^^^^^^^
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/atcoder_AGC006_A.py"", line 16, in nextInt
    return int(self.next())
               ^^^^^^^^^^^
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/atcoder_AGC006_A.py"", line 8, in next
    while self.tokenizer is None or not self.tokenizer.hasMoreTokens():
                                        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'list_iterator' object has no attribute 'hasMoreTokens'
"
java,python,codeforces_621_A.py,Runtime Error,"Test Index: 0 Error: Traceback (most recent call last):
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/codeforces_621_A.py"", line 3, in <module>
    list_nums = [int(input()) for _ in range(n)]
                 ^^^^^^^^^^^^
ValueError: invalid literal for int() with base 10: '59 70 48 54 26 67 84 39 40 18 77 69 70 88 93'
"
java,python,atcoder_ABC137_D.py,Runtime Error,"Test Index: 0 Error: Traceback (most recent call last):
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/atcoder_ABC137_D.py"", line 38, in <module>
    main()
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/atcoder_ABC137_D.py"", line 18, in main
    N = int(data[0])
        ^^^^^^^^^^^^
ValueError: invalid literal for int() with base 10: '5 3\n1 2\n1 3\n1 4\n2 1\n2 3\n'
"
java,python,codeforces_469_A.py,Runtime Error,"Test Index: 0 Error: Traceback (most recent call last):
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/codeforces_469_A.py"", line 3, in <module>
    levels = int(input())
             ^^^^^^^^^^^^
ValueError: invalid literal for int() with base 10: '74 96 32 63 12 69 72 99 15 22 1 41 79 77 71 31 20 28 75 73 85 37 38 59 42 100 86 89 55 87 68 4 24 57 52 8 92 27 56 98 95 58 34 9 45 14 11 36 66 76 61 19 25 23 78 49 90 26 80 43 70 13 65 10 5 74 81 21
"
java,python,codeforces_673_A.py,Runtime Error,"Test Index: 1 Error: Traceback (most recent call last):
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/codeforces_673_A.py"", line 5, in <module>
    value = int(input())
            ^^^^^^^^^^^^
ValueError: invalid literal for int() with base 10: '15 20 30 40 50 60 73 83'
"
java,python,codeforces_189_A.py,Runtime Error,"Test Index: 0 Error: Traceback (most recent call last):
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/codeforces_189_A.py"", line 2, in <module>
    n = int(input())
        ^^^^^^^^^^^^
ValueError: invalid literal for int() with base 10: '918 102 1327 1733'
"
java,python,atcoder_ABC146_D.py,Runtime Error,"Test Index: 11 Error: Traceback (most recent call last):
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/atcoder_ABC146_D.py"", line 28, in <module>
    dfs(0, -1, -1)
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/atcoder_ABC146_D.py"", line 15, in dfs
    dfs(e.to, k, to)
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/atcoder_ABC146_D.py"", line 15, in dfs
    dfs(e.to, k, to)
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/atcoder_ABC146_D.py"", line 15, in dfs
    dfs(e.to, k, to)
  [Previous line repeated 996 more times]
RecursionError: maximum recursion depth exceeded
"
java,python,codeforces_334_A.py,Runtime Error,"Test Index: 0 Error: (2,)
"
java,python,codeforces_519_B.py,Runtime Error,"Test Index: 0 Error: Traceback (most recent call last):
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/codeforces_519_B.py"", line 3, in <module>
    a = sum(int(input()) for _ in range(n))
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/codeforces_519_B.py"", line 3, in <genexpr>
    a = sum(int(input()) for _ in range(n))
            ^^^^^^^^^^^^
ValueError: invalid literal for int() with base 10: '1 4 3 3 5 7'
"
java,python,atcoder_AGC003_C.py,Runtime Error,"Test Index: 0 Error: Traceback (most recent call last):
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/atcoder_AGC003_C.py"", line 27, in <module>
    main()
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/atcoder_AGC003_C.py"", line 7, in main
    sc = list(map(int, input().split()))
              ^^^
UnboundLocalError: cannot access local variable 'map' where it is not associated with a value
"
java,python,codeforces_462_B.py,Runtime Error,"Test Index: 2 Error: Traceback (most recent call last):
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/codeforces_462_B.py"", line 31, in <module>
    main()
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/codeforces_462_B.py"", line 15, in main
    card_counts[ord(s[t]) - ord('A')] += 1
                    ~^^^
IndexError: string index out of range
"
java,python,atcoder_ABC118_C.py,Runtime Error,"Test Index: 0 Error: Traceback (most recent call last):
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/atcoder_ABC118_C.py"", line 28, in <module>
    a.append(int(input()))
             ^^^^^^^^^^^^
ValueError: invalid literal for int() with base 10: '5 13 8 1000000000'
"
java,python,atcoder_ABC148_F.py,Runtime Error,"Test Index: 3 Error: Traceback (most recent call last):
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/atcoder_ABC148_F.py"", line 45, in <module>
    main()
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/atcoder_ABC148_F.py"", line 28, in main
    dfs(u, d, edges)
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/atcoder_ABC148_F.py"", line 6, in dfs
    dfs(nu, d, edges)
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/atcoder_ABC148_F.py"", line 6, in dfs
    dfs(nu, d, edges)
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/atcoder_ABC148_F.py"", line 6, in dfs
    dfs(nu, d, edges)
  [Previous line repeated 995 more times]
RecursionError: maximum recursion depth exceeded
"
java,python,atcoder_ABC169_C.py,Runtime Error,"Test Index: 0 Error: Traceback (most recent call last):
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/atcoder_ABC169_C.py"", line 2, in <module>
    a = int(input())
        ^^^^^^^^^^^^
ValueError: invalid literal for int() with base 10: '0 9.98'
"
java,python,codeforces_55_A.py,Runtime Error,"Test Index: 0 Error: Traceback (most recent call last):
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/codeforces_55_A.py"", line 8, in <module>
    n = int(input())
            ^^^^^^^
EOFError: EOF when reading a line
"
java,python,codeforces_569_A.py,Runtime Error,"Test Index: 0 Error: Traceback (most recent call last):
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/codeforces_569_A.py"", line 2, in <module>
    T = int(input())
        ^^^^^^^^^^^^
ValueError: invalid literal for int() with base 10: '12351 1223 6'
"
java,python,codeforces_55_B.py,Runtime Error,"Test Index: 0 Error: Traceback (most recent call last):
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/codeforces_55_B.py"", line 24, in <module>
    arr = [int(input()) for _ in range(4)]
           ^^^^^^^^^^^^
ValueError: invalid literal for int() with base 10: '1000 1000 999 1000'
"
java,python,codeforces_222_A.py,Runtime Error,"Test Index: 0 Error: Traceback (most recent call last):
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/codeforces_222_A.py"", line 5, in <module>
    a = int(input())
        ^^^^^^^^^^^^
ValueError: invalid literal for int() with base 10: '20 1 19 2 18 3 17 4 16 5 15 6 14 7 13 8 12 9 11 10'
"
java,python,atcoder_ABC150_D.py,Runtime Error,"Test Index: 0 Error: Traceback (most recent call last):
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/atcoder_ABC150_D.py"", line 24, in <module>
    main()
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/atcoder_ABC150_D.py"", line 7, in main
    n = int(input().strip())
        ^^^^^^^^^^^^^^^^^^^^
ValueError: invalid literal for int() with base 10: '63 949213645'
"
java,python,codeforces_500_A.py,Runtime Error,"Test Index: 5 Error: Traceback (most recent call last):
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/codeforces_500_A.py"", line 19, in <module>
    isFound = dfs(1, arr, goal)
              ^^^^^^^^^^^^^^^^^
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/codeforces_500_A.py"", line 7, in dfs
    teleport = dfs(currpos + arr[currpos - 1], arr, target)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/codeforces_500_A.py"", line 7, in dfs
    teleport = dfs(currpos + arr[currpos - 1], arr, target)
                             ~~~^^^^^^^^^^^^^
IndexError: list index out of range
"
java,python,codeforces_617_B.py,Runtime Error,"Test Index: 0 Error: Traceback (most recent call last):
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/codeforces_617_B.py"", line 5, in <module>
    if int(input()) == 1:
       ^^^^^^^^^^^^
ValueError: invalid literal for int() with base 10: '0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"
java,python,atcoder_ABC123_D.py,Runtime Error,"Test Index: 0 Error: Traceback (most recent call last):
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/atcoder_ABC123_D.py"", line 6, in <module>
    k = int(input())
        ^^^^^^^^^^^^
ValueError: invalid literal for int() with base 10: '4 6'
"
java,python,atcoder_AGC007_C.py,Runtime Error,"Test Index: 0 Error: Traceback (most recent call last):
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/atcoder_AGC007_C.py"", line 6, in <module>
    N = float(input())
        ^^^^^^^^^^^^^^
ValueError: could not convert string to float: '2 1 0'
"
java,python,atcoder_ABC145_C.py,Runtime Error,"Test Index: 0 Error: Traceback (most recent call last):
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/atcoder_ABC145_C.py"", line 32, in <module>
    main()
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/atcoder_ABC145_C.py"", line 9, in main
    pos[i][0] = scanner.nextInt()
                ^^^^^^^^^^^^^^^^^
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/atcoder_ABC145_C.py"", line 28, in nextInt
    value = int(self.data[self.index])
                ~~~~~~~~~^^^^^^^^^^^^
IndexError: list index out of range
"
java,python,codeforces_342_B.py,Runtime Error,"Test Index: 0 Error: Traceback (most recent call last):
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/codeforces_342_B.py"", line 16, in <module>
    map[k].append(int(mth[1]))
                  ^^^^^^^^^^^
ValueError: invalid literal for int() with base 10: '1...'
"
java,python,atcoder_ARC102_C.py,Runtime Error,"Test Index: 0 Error: Traceback (most recent call last):
  File ""/home/sxa510/research/code/llm-code-translation/output/gpt_4o/avatar/direct_translation/java/python/atcoder_ARC102_C.py"", line 10, in <module>
    k = int(input())
        ^^^^^^^^^^^^
ValueError: invalid literal for int() with base 10: '1 1'
"
